ticket_id,platform,priority,status,assigned_group,title,description,root_cause,resolution_summary,created_date,resolved_date,app_link
PBI-1055,PowerBI,Medium,Closed,Helpdesk,Slow dataset refresh performance,Users reported mismatched revenue numbers in dashboard.,Gateway authentication failure,Adjusted schema and refreshed dataset successfully.,2025-01-24 08:00:00,2025-01-26 01:00:00,https://app.powerbi.com/reports/PBI-1055
CW-1197,CloudWatch,Medium,Closed,DevOps,ELB target health check failures,Auto-recovery event performed by AWS.,Unoptimized workload placement,Scaled instance type.,2025-01-22 02:00:00,2025-01-23 17:00:00,https://console.aws.amazon.com/cloudwatch/home#alarms/CW-1197
TAB-1069,Tableau,Critical,Open,Security Ops,Tableau dashboard not refreshing,Interactive filters returning empty result set.,Tableau server CPU overload,Optimized query and reindexed table.,2025-01-25 23:00:00,2025-01-26 02:00:00,https://tableau.example.com/views/TAB-1069
TAB-1001,Tableau,Critical,Closed,Security Ops,Tableau dashboard not refreshing,Interactive filters returning empty result set.,Data source credentials expired,Adjusted filter logic and republished dashboard.,2025-01-15 20:00:00,2025-01-18 02:00:00,https://tableau.example.com/views/TAB-1001
JIRA-1161,Jira,Medium,Open,DevOps,High CPU usage on server,Users reported service disruptions affecting business workflow.,Expired authentication token,Optimized memory allocation and redeployed.,2025-02-03 21:00:00,2025-02-06 17:00:00,https://jira.example.com/browse/JIRA-1161
PBI-1155,PowerBI,Low,Closed,Network Ops,Report visuals not rendering,Users reported mismatched revenue numbers in dashboard.,Gateway authentication failure,Adjusted schema and refreshed dataset successfully.,2025-01-05 01:00:00,2025-01-05 04:00:00,https://app.powerbi.com/reports/PBI-1155
PBI-1001,PowerBI,Low,Open,Network Ops,Report visuals not rendering,Unable to connect to on-prem data gateway.,Incorrect data transformation logic,Adjusted schema and refreshed dataset successfully.,2025-01-25 03:00:00,2025-01-25 22:00:00,https://app.powerbi.com/reports/PBI-1001
CW-1102,CloudWatch,High,Closed,DBA Team,Lambda timeout errors increasing,Auto-recovery event performed by AWS.,High read/write operations,Increased allocated resources.,2025-02-07 01:00:00,2025-02-09 02:00:00,https://console.aws.amazon.com/cloudwatch/home#alarms/CW-1102
PBI-1076,PowerBI,Low,Open,Network Ops,Gateway connection error,Visuals stuck loading indefinitely.,Gateway authentication failure,Corrected data transformation steps.,2025-01-17 14:00:00,2025-01-20 12:00:00,https://app.powerbi.com/reports/PBI-1076
JIRA-1105,Jira,High,Closed,Network Ops,User unable to login,Users reported service disruptions affecting business workflow.,Database deadlock,Resolved deadlock and restarted DB instance.,2025-01-10 12:00:00,2025-01-11 19:00:00,https://jira.example.com/browse/JIRA-1105
PBI-1165,PowerBI,Critical,Closed,Cloud Team,Power BI refresh failed,Visuals stuck loading indefinitely.,Dataset schema mismatch,Reconfigured gateway settings and validated connectivity.,2025-01-14 11:00:00,2025-01-14 21:00:00,https://app.powerbi.com/reports/PBI-1165
TAB-1189,Tableau,Low,In Progress,DevOps,Slow performance on Tableau report,Interactive filters returning empty result set.,Network throttling issue,Adjusted filter logic and republished dashboard.,2025-02-04 23:00:00,2025-02-06 09:00:00,https://tableau.example.com/views/TAB-1189
JIRA-1001,Jira,Critical,Resolved,Network Ops,High CPU usage on server,Database query execution time exceeding normal threshold.,Database deadlock,Resolved deadlock and restarted DB instance.,2025-01-18 11:00:00,2025-01-19 03:00:00,https://jira.example.com/browse/JIRA-1001
CW-1167,CloudWatch,High,Resolved,Network Ops,RDS free storage space critically low,Failure trend observed across multiple Lambda executions.,Unoptimized workload placement,Scaled instance type.,2025-01-28 11:00:00,2025-01-28 15:00:00,https://console.aws.amazon.com/cloudwatch/home#alarms/CW-1167
PBI-1161,PowerBI,High,Open,DBA Team,Row-level security not applied,Visuals stuck loading indefinitely.,Gateway authentication failure,Reconfigured gateway settings and validated connectivity.,2025-02-01 04:00:00,2025-02-03 18:00:00,https://app.powerbi.com/reports/PBI-1161
JIRA-1080,Jira,Low,In Progress,Cloud Team,Email service outage,Application not responding after deployment activities.,SSL handshake failure,Renewed authentication certificate.,2025-02-10 16:00:00,2025-02-12 05:00:00,https://jira.example.com/browse/JIRA-1080
TAB-1005,Tableau,High,Open,DevOps,Missing data in visualization,Users experiencing delay in loading components.,Data source credentials expired,Optimized query and reindexed table.,2025-02-01 08:00:00,2025-02-03 18:00:00,https://tableau.example.com/views/TAB-1005
JIRA-1034,Jira,High,Closed,Helpdesk,High CPU usage on server,Authentication request failed repeatedly for end users.,Database deadlock,Resolved deadlock and restarted DB instance.,2025-01-28 05:00:00,2025-01-30 00:00:00,https://jira.example.com/browse/JIRA-1034
PBI-1108,PowerBI,Low,Open,Helpdesk,Power BI refresh failed,Scheduled data refresh encountered failure due to timeout.,Dataset schema mismatch,Reconfigured gateway settings and validated connectivity.,2025-01-28 04:00:00,2025-01-30 17:00:00,https://app.powerbi.com/reports/PBI-1108
PBI-1027,PowerBI,Medium,In Progress,DBA Team,Incorrect KPI values displayed,Scheduled data refresh encountered failure due to timeout.,Gateway authentication failure,Corrected data transformation steps.,2025-02-03 13:00:00,2025-02-04 07:00:00,https://app.powerbi.com/reports/PBI-1027
PBI-1054,PowerBI,Critical,Open,Network Ops,Gateway connection error,Unable to connect to on-prem data gateway.,Gateway authentication failure,Adjusted schema and refreshed dataset successfully.,2025-01-08 16:00:00,2025-01-09 21:00:00,https://app.powerbi.com/reports/PBI-1054
TAB-1166,Tableau,Low,Closed,DevOps,Dashboard filter not working,Scheduled extract refresh failure detected.,Incorrect join logic in data model,Updated credentials and reran extract.,2025-02-07 10:00:00,2025-02-08 20:00:00,https://tableau.example.com/views/TAB-1166
JIRA-1091,Jira,Low,Resolved,Network Ops,Application crash after update,Service unreachable due to network routing failure.,Network latency spike,Resolved deadlock and restarted DB instance.,2025-02-03 06:00:00,2025-02-03 08:00:00,https://jira.example.com/browse/JIRA-1091
TAB-1139,Tableau,High,Resolved,Cloud Team,Missing data in visualization,Interactive filters returning empty result set.,Incorrect join logic in data model,Adjusted filter logic and republished dashboard.,2025-01-10 01:00:00,2025-01-12 08:00:00,https://tableau.example.com/views/TAB-1139
PBI-1164,PowerBI,Low,Closed,Helpdesk,Report visuals not rendering,Users reported mismatched revenue numbers in dashboard.,Gateway server under maintenance,Corrected data transformation steps.,2025-01-30 02:00:00,2025-02-01 13:00:00,https://app.powerbi.com/reports/PBI-1164
TAB-1145,Tableau,Critical,Open,Network Ops,Tableau dashboard not refreshing,Users experiencing delay in loading components.,Incorrect join logic in data model,Optimized query and reindexed table.,2025-02-07 12:00:00,2025-02-09 08:00:00,https://tableau.example.com/views/TAB-1145
TAB-1041,Tableau,Low,Open,Helpdesk,Permission denied on shared dashboard,Scheduled extract refresh failure detected.,Network throttling issue,Optimized query and reindexed table.,2025-01-27 13:00:00,2025-01-29 02:00:00,https://tableau.example.com/views/TAB-1041
JIRA-1013,Jira,Medium,Resolved,Cloud Team,User unable to login,Service unreachable due to network routing failure.,SSL handshake failure,Renewed authentication certificate.,2025-01-06 18:00:00,2025-01-08 20:00:00,https://jira.example.com/browse/JIRA-1013
TAB-1115,Tableau,Critical,Open,Cloud Team,Missing data in visualization,Scheduled extract refresh failure detected.,Data source credentials expired,Optimized query and reindexed table.,2025-01-18 20:00:00,2025-01-21 20:00:00,https://tableau.example.com/views/TAB-1115
CW-1000,CloudWatch,Critical,Closed,Helpdesk,CloudWatch alarm triggered for CPU threshold,Database storage reaching capacity limits.,Infinite loop execution,Scaled instance type.,2025-01-13 13:00:00,2025-01-13 22:00:00,https://console.aws.amazon.com/cloudwatch/home#alarms/CW-1000
TAB-1187,Tableau,Medium,Closed,Network Ops,Missing data in visualization,Users experiencing delay in loading components.,Tableau server CPU overload,Adjusted filter logic and republished dashboard.,2025-01-04 07:00:00,2025-01-05 06:00:00,https://tableau.example.com/views/TAB-1187
TAB-1073,Tableau,Critical,In Progress,Network Ops,Missing data in visualization,Users experiencing delay in loading components.,Incorrect join logic in data model,Adjusted filter logic and republished dashboard.,2025-01-22 19:00:00,2025-01-23 09:00:00,https://tableau.example.com/views/TAB-1073
JIRA-1166,Jira,High,In Progress,Network Ops,VPN connection failure,Database query execution time exceeding normal threshold.,Database deadlock,Optimized memory allocation and redeployed.,2025-01-27 15:00:00,2025-01-29 20:00:00,https://jira.example.com/browse/JIRA-1166
CW-1193,CloudWatch,High,In Progress,Security Ops,EC2 instance restart detected,Auto-recovery event performed by AWS.,High read/write operations,Optimized Lambda execution time.,2025-01-23 02:00:00,2025-01-25 05:00:00,https://console.aws.amazon.com/cloudwatch/home#alarms/CW-1193
CW-1046,CloudWatch,Critical,In Progress,DBA Team,CloudWatch alarm triggered for CPU threshold,Elevated latency impacting application performance.,Unbalanced traffic routing,Scaled instance type.,2025-01-18 03:00:00,2025-01-19 18:00:00,https://console.aws.amazon.com/cloudwatch/home#alarms/CW-1046
PBI-1084,PowerBI,Medium,Resolved,DBA Team,Power BI refresh failed,Users reported mismatched revenue numbers in dashboard.,Gateway server under maintenance,Adjusted schema and refreshed dataset successfully.,2025-01-31 00:00:00,2025-02-01 06:00:00,https://app.powerbi.com/reports/PBI-1084
CW-1182,CloudWatch,Medium,Closed,DevOps,RDS free storage space critically low,Auto-recovery event performed by AWS.,Unoptimized workload placement,Optimized Lambda execution time.,2025-01-04 18:00:00,2025-01-07 08:00:00,https://console.aws.amazon.com/cloudwatch/home#alarms/CW-1182
PBI-1104,PowerBI,Low,Resolved,Cloud Team,Report visuals not rendering,Users reported mismatched revenue numbers in dashboard.,Incorrect data transformation logic,Adjusted schema and refreshed dataset successfully.,2025-01-18 19:00:00,2025-01-19 08:00:00,https://app.powerbi.com/reports/PBI-1104
TAB-1043,Tableau,High,Resolved,Security Ops,Tableau dashboard not refreshing,Dashboard not showing newly ingested records.,Data source credentials expired,Adjusted filter logic and republished dashboard.,2025-02-04 14:00:00,2025-02-06 02:00:00,https://tableau.example.com/views/TAB-1043
PBI-1166,PowerBI,Critical,In Progress,Helpdesk,Report visuals not rendering,Users reported mismatched revenue numbers in dashboard.,Gateway authentication failure,Corrected data transformation steps.,2025-01-28 19:00:00,2025-01-30 05:00:00,https://app.powerbi.com/reports/PBI-1166
PBI-1162,PowerBI,High,Open,Helpdesk,Row-level security not applied,Unable to connect to on-prem data gateway.,Incorrect data transformation logic,Reconfigured gateway settings and validated connectivity.,2025-01-14 06:00:00,2025-01-15 11:00:00,https://app.powerbi.com/reports/PBI-1162
CW-1086,CloudWatch,High,In Progress,Security Ops,RDS free storage space critically low,Auto-recovery event performed by AWS.,Unbalanced traffic routing,Scaled instance type.,2025-01-23 08:00:00,2025-01-24 12:00:00,https://console.aws.amazon.com/cloudwatch/home#alarms/CW-1086
JIRA-1189,Jira,Low,In Progress,Helpdesk,User unable to login,Service unreachable due to network routing failure.,Memory leak issue,Restarted impacted service and cleared cache.,2025-02-09 11:00:00,2025-02-11 23:00:00,https://jira.example.com/browse/JIRA-1189
CW-1099,CloudWatch,Medium,Resolved,DevOps,ELB target health check failures,Database storage reaching capacity limits.,Unoptimized workload placement,Optimized Lambda execution time.,2025-01-10 09:00:00,2025-01-12 22:00:00,https://console.aws.amazon.com/cloudwatch/home#alarms/CW-1099
PBI-1075,PowerBI,Critical,Resolved,Network Ops,Row-level security not applied,Visuals stuck loading indefinitely.,Dataset schema mismatch,Adjusted schema and refreshed dataset successfully.,2025-02-08 07:00:00,2025-02-08 18:00:00,https://app.powerbi.com/reports/PBI-1075
CW-1081,CloudWatch,Low,In Progress,Cloud Team,EC2 instance restart detected,Failure trend observed across multiple Lambda executions.,Unoptimized workload placement,Optimized Lambda execution time.,2025-01-26 23:00:00,2025-01-28 05:00:00,https://console.aws.amazon.com/cloudwatch/home#alarms/CW-1081
PBI-1110,PowerBI,Low,In Progress,Cloud Team,Slow dataset refresh performance,Visuals stuck loading indefinitely.,Gateway authentication failure,Corrected data transformation steps.,2025-01-16 00:00:00,2025-01-18 23:00:00,https://app.powerbi.com/reports/PBI-1110
JIRA-1058,Jira,Critical,In Progress,Security Ops,Disk space running low,Database query execution time exceeding normal threshold.,Firewall misconfiguration,Resolved deadlock and restarted DB instance.,2025-01-26 20:00:00,2025-01-29 05:00:00,https://jira.example.com/browse/JIRA-1058
PBI-1074,PowerBI,Critical,Closed,Security Ops,Gateway connection error,Unable to connect to on-prem data gateway.,Incorrect data transformation logic,Reconfigured gateway settings and validated connectivity.,2025-01-06 20:00:00,2025-01-09 11:00:00,https://app.powerbi.com/reports/PBI-1074
PBI-1160,PowerBI,Critical,Open,Cloud Team,Power BI refresh failed,Scheduled data refresh encountered failure due to timeout.,Dataset schema mismatch,Corrected data transformation steps.,2025-01-13 02:00:00,2025-01-13 18:00:00,https://app.powerbi.com/reports/PBI-1160
CW-1147,CloudWatch,High,Resolved,Security Ops,CloudWatch alarm triggered for CPU threshold,Database storage reaching capacity limits.,High read/write operations,Optimized Lambda execution time.,2025-01-12 02:00:00,2025-01-12 03:00:00,https://console.aws.amazon.com/cloudwatch/home#alarms/CW-1147
TAB-1052,Tableau,Critical,Open,Helpdesk,Dashboard filter not working,Users experiencing delay in loading components.,Data source credentials expired,Adjusted filter logic and republished dashboard.,2025-01-14 23:00:00,2025-01-16 15:00:00,https://tableau.example.com/views/TAB-1052
JIRA-1021,Jira,Low,In Progress,DBA Team,Application crash after update,Service unreachable due to network routing failure.,Expired authentication token,Optimized memory allocation and redeployed.,2025-01-11 02:00:00,2025-01-12 14:00:00,https://jira.example.com/browse/JIRA-1021
